id,review
96,he is an awesome teacher.....!!
1302,"Tammy is an awesome professor. 4 exams and only best 3 count. Weekly online quizzes that you only need a 60 on to get a 100. You have to go to class because she has spontaneous writing assignments that are worth a good amount of your grade. Overall, easy A if you study and do the work."
144,No Comments
139,Tough but makes classes enjoyable.  Very helpfull.
2301,totally hot
1877,"i love this class. she plays music in the morning and you can fill in your lecture notes with theones she provides on the screen. if you go to class, answers and questions that will be on the test are given some days. there are always videos and class activities. i love it  just study for tests"
798,"Okay, here's the deal with Cook.  His class seems harder than it is because he goes on long rants about how to derive equations.  You DO NOT need to understand exactly how to do this, all you need to write down is the final equation that he derives, and understand when to use it.  If you memorize and understand these few equations, then tests are s"
3597,This class is not an easy class. You need to read each chapter and really understand the powerpoint slides to get a C or better. You need an iclicker for the quizes too. DO NOT Procrastinate!
2627,"those who took gr.12 acct, just like me, wouldn't find this course that hard. i know some friends having no knowledge in acct before u of t struggled a lot... but generally, i'd say her tests are quiet hard and don't reflect past tests.. this year, the final exam was the KILLER!!!!! GRRRR.."
2232,No Comments
2566,His notes are a bit confusing and disorganized.
642,Mr. Everetts class was very intriguing. I took British Literature I and before going into the class I thought I was going to dread it. He honestly gives you what you pay for. He teaches lecture style and he offers extra credit. Very thorough and good at explaining things. Very helpful!
1476,"By far the worst teacher I have ever experienced to this point in my life. Please,do not make the mistake I and several of my classmates did by taking Math 100 with him. If you signed up with this teacher, do urself a favor and DROP IT while you have the chance! I even had to file a complaint with the head of the math dptmnt over this guy!"
2561,A pretty good prof.  Very helpful
3281,"If someone cannot teach, doesn't enjoy teaching, and does not thoroughly understand the material to teach, then why teach, correct&#63; Hylton never stops surprising her students as she attempts to shut down many students' opportunities to pass. She blatantly states that she is a full-time employee, and is &quot;untouchable&quot; no matter what she does. Avoid!!"
2112,"Considering the authorship on the texts used in class, and the consistent assertion that only sociology answers the pressing questions underlying other disciplines such as economics, philosophy, science etc., it seemed much of the material in the course was aimed at recruitment into the field of sociology. A bit dubious on the data at times also"
4307,"Take him if you want an easy A. He gives out study guides for all quizzes and exams, the answers come straight from the book and he sends them through email so you don't even need to come to get them. Explains questions if you ask him during an exam but never answers emails on the weekend so not really reliable in that aspect."
1910,Awesome teacher. Always has something up her sleve. Definatly one of the best courses I've taken this semester.
3107,z
461,STAY AWAY FROM THIS CLASS TEST ARE SUPER HARD!
2359,"Best chemistry professor. He makes the material comprehensible with just the right pace. Very clear in explaining and passionate. The tests are difficult, but fair considering the awesome quality of teaching. Doing homework problems are very important in preparing for exams in this course."
2066,"she was funny, and explains things very clearly. very good biology to take as a freshman b/c tests are not too tough."
3226,If you study for many hours before tests you can do well in this class. She isn't very helpful with providing help in accounting and is unclear in her lectures on what we should and shouldn't know. More of a self-taught class. Attending every recitation really helped me get a good grade.
3871,"I took this class just to get my fine art out of the way Freshman year, but I thoroughly enjoyed the teacher as an individual and the class. The first half of the course is lecturing and memorizing architects and buildings and the second half is a fun group project where we create a campus building. Class is fun and easy, and she is clear and fun."
150,"The class is out of about 415 points. Each exam is worth 80 points and you can take an optional final that could maybe replace your lowest test grade if you do good. If you do the old exams (and find other old exams from other students) and try to get all the right answers on those, the tests heavily will reflect that. Read the powerpoints a lot."
2926,"Had him second year and have avoided any class he teaches ever since...i'm in my last year and he is probably the worst professor i have had through my university experience...if he doesn't like you u dont get a good mark, and he just seems so arrogant"
4143,No Comments
2580,"hated her class, and her voice. cant even consider doing accounting because it would mean seeing her again. shes a terrible prof"
746,"If you aren't a math person, you may struggle with him. He tends to repeat the same concepts over and over, but tends to jump to other topics partway through. I personally just found his style of teaching the material very boring, but also very scatterbrained. He tends to try to branch out to other concepts that aren't relevant. No accent though :)"
4264,She is not nice when you need to talk to her. She can be very mean. I don't like her teaching style. She can be good looking but her mind is derty. Her exams are hard and horrible. No curve in the class even though class average is so bad.Materials are easy but they make the exam horrible hard.
2716,"MacKay is a good professor, but his lecturing style takes getting used to.  Overall, I found him to be very clear, and I found that he explained the material really well.  I found his slides were well organized and his tests were fair.  I liked his section the best out of all of PSL302."
3289,"Avoid her!!! She might be an ok professor for acct 203 and 301, but she is definitely the worst for acct 361. She doesn't explain anything and she goes so fast over the ppt slides that nobody could follow her. Labs-&quot;No, no, go back!!! Go there, no here...&quot; She is talking to herself. What else to say&#63; Good luck to those who want to try for a C!!!"
239,"His expectations are unrealistic if you have any other classes or if you have to work. Exam questions are unclear, making you second guess everything you think you knew. It is impossible to hear anything he says in lectures no matter where you sit, making note taking impossible because you only get 1/4 of the stories."
2399,Where did those tests come from&#63;&#63;  certainly not from lecture where this guy presented high school content.. not from the text or tutorial.. wtf is wrong with this school... it's easy test what you present in class not random****
1467,This is a difficult prof. he's asking tough probability questions in a math 100 class....
3711,"She is very motivated to teach her subject and can tell that she is really into Environmental Science. However, the class is really boring because it's simply a review of every science class in high school. Didn't learn anything and it was really expensive in all the materials you had to buy. Study for the 2nd exam! Everything else is really easy."
2732,Yay for pointless memorization!
1220,No Comments
3768,Wonderful professor. Her class is very easy especially for those who are not science majors. She gives several opportunities for extra credit and the entire lecture is based off of her powerpoints. Approachable and understanding. Acutally cares about her students. Great science class to take for gen.ed requirement. Look forward to her 110 class.
1263,Tammy is one of the best teachers I've ever had and I'm not even that interested in psychology. She splits the class into 4 parts (NO FINAL!!!) and she drops your lowest test and lowest writing assignment  but make sure you at least skim the readings. The online homeworks are super easy and straightforward. Would 100% take this class again!!
3432,One word..CRAZY!! Never had I had a prof. chase students out a a classroom or yell at students b/c they wanted to sit in the front. She lectures off of powerpoints that aren't even hers..thery're the publishers. You must read the book and do hw to do well.
1632,"His lectures were kind of all over the place sometimes and often the homework problems were different from the problems he went over in lecture which was frustrating. Get ready to read the book a lot. However, if you go to his office hours or the calculus tutoring center, he was usually pretty helpful. He is a nice guy overall and really cares. "
3941,"Amazing teacher.  Helpful, respectful, fun, fair . . .   really every complimentary adjective.  Just go to class and take notes or listen . . you'll get an easy A in what could be a hard subject.  She makes the class highly engaging and  VERY entertaining, so go to the classes."
3355,SHE IS THE WORST!!! Seems like she hates students and she has to make everyone miserable. AVOID AT ALL COSTS!!!
1114,"Solid teacher. Offered review sessions for everything, which in most cases was helpful."
3887,Best Professor I have had at GMU. She makes class interesting  No need for the book but be prepared to take good notes. One presentation and a group project
308,Im sitting in his class and he just mentioned how people talk about his stance on Rate my prof. Thats laaammee.  Molumby is the biggest stud at uic. Im sure hes nodding his head as he reads this. Tough course. Lot of info.  Fair tests.
3608,shes not understandable
3787,"Had her for the lecture part only, she is very detailed. Lectures can be a bit boring, but I don't find science that interesting. Overall, she's a great teacher. If you have questions, its best to ask her in class. If you attend class, pay attention, and do the homework assignments, you should do great in the class!"
1829,"bad professor. psych of aging was easy, but she charges around $130 for her own book, which is TINY and useless. seriously, she is taking advantage of the students, probably because she is full of herself. she acts like she still wants to be in highschool. BTW, psych of aging has nearly nothing to do with psychology."
1309,The class is really easy. I highly recommend it. She drops the lowest grade on the exam.  I don't even have to take the fourth exam because I already have an 'A' in the class.
2458,simply......WOW!!!!
1978,"Human biology:  EASY.  Fantastic prof., grades super easy.  4 midterms (75% in class, 25% take home), 3 count, and an optional final.  Weekly HW, super easy.  Don't need the book, just read the power points and use learning modules on SPARK.  Entertaining classes too, information worth learning; not your usual sex-ed."
1158,relatively easy class. hes a pretty funny guy too so that makes it even better
3814,"rambles on and on, very very boring, tries to rush at end of class to finish her lesson."
2830,"He is a great Prof, very smart and resonable. His courses are very tough and harder than other Prof's. Anyway, if you are going to take higher level courses in mathematics Stats, you will find his lectures are very useful ,you really learn a lots from him and you wanna thank him."
2080,Professor Goodenough is such a good time!
2067,"She was great. Funny, explained it all well, and prints out all the notes for you, follwing along in class with printed out notes made it so much easier."
69,Mehran Sahami rocks.. And that's it.
1057,"Took his BioTAP class and it was great! Really amazing stuff - we cured cancer, came up with gene therapies, etc. He knew he gave us difficult projects, but graded accordingly. He's very understanding and helpful, and I really liked him."
4058,Hard teacher who will makes his homework harder than it needs to be. AVOID!
2615,"Hmmm... there was 13 classes during the semester and I went to it 3 times.... twice to pick up my tests, and once for the first lecture. Extremely easy course if you're not dumb or haf taken high school accounting... But again, I'm just very smart, I got 96 in the course."
2499,Amazing prof! He actually looks like one of those absent minded science profs in the movies! His lectures are fun and enjoyable ... although I still prefer Prof. Dicks... but he is still amazing!
1612,No Comments
4250,"Fairly easy class. Read the slides for the quizzes in lab (easy too), make a reasonable attempt at the weekly homework, and for the test: DO THE STUDY GUIDE.  It tells you all the concepts you need for the test- she gives it to you for a reason.  An easy A if you are willing to put in a reasonable effort."
166,"He's a very intelligent guy, it's just he goes off tangents a lot. Because he stopped doing iClickers, I stopped going to class because I learn absolutely nothing from his lectures (and I still learn more from studying than from his lectures). And yes, you'll need to study EVERY SINGLE DETAIL of his ppts. It will be on the exam."
1691,"Here's the deal. If you took Math 127 and actually understood the material, not just did well on the exams because of the cheat sheet, you'll have no problem. He wastes his time talking about the history of equations, but the course material is not nearly as bad as it's reputation. Mostly derivatives and anti-derivatives. Just get it over with"
3083,"Felt like we were running in the class before we could even walk, his lectures were a bit convoluted and not very helpful on HW.  The HW difficulty did not match what was taught to us, which resulted in overcrowded OH.  Also taught material not covered in textbook, thus hard to review the material on your own.  Probably worst class I've taken here"
790,the worst professor i have ever taken a class with. seems nice but lectures make no sense. homework has nothing to do with the tests which are all 15 qs each/85% of your grade so if you mess one up you're screwed. unfortunately hes the only guy who teaches 128.
1315,"Psych 100 with Rahhal is sick. She's an awesome teacher, is clear, and possesses a good sense of humor and some funny stories from her college days. Her exams are easy, as is the HW and such. The extra credit is helpful. Drops an exam and has spontaneous in-class writing assignments to make sure you read when she assigns special readings. Take it."
1720,"Nice Guy. Bad Professor. If you're a math major or are extremely good in math, youll be fine. For the rest of us, plan on struggling as u try to learn on your own. Class is a waste of time. I wonder how the math department could hire such crappy professor."
1880,"She's the best. I also had her as a mentor, and she was awesome - helped me every step of the way. I had an extremely successful career at UMass, and now as a grad student, and it's due in no small part to her. God Bless Susan Whitbourne!!"
1623,Cook is an awful professor. He's super nice but very old and thus rambles during lectures and is never very clear with concepts. You really need to teach yourself the material in order to pass because his lectures are all over the place. Try to take it with anyone else if you can. No book use whatsoever except to teach yourself the entire course.
80,Perfect.
911,My favorite criminology at the school and really knows what she is teaching about. Makes the average college student actually want to go to class. The class discussions and opinions really makes you involved and makes you form your own ideas. Took her 3 times throughout college and would take her again anytime i had a chance to.
2260,"He teaches well but everything is so scripted. He reads off his notes at the podium as if he wouldn't know what to say if he didn't have those aids. I don't like listening to his lectures, they put me to sleep."
1862,"easy gened. optional final which doesnt need to be taken as long as you take first 3 exams which are easy, book and lecture notes are important especially if you dont go to class...not mandatory to go but she does give surprise reaction papers and answers on tests...review sheets say EXACTLY what is going to be on exams which means an easy A."
2379,"The term test was a massacre for the entire class. average = 56 The difficulty was okay, it was simply the fact that there was no time to actually think for any given question. The slides provided are bare bones, must go to lectures to get the rest. Examples too easy, tests too hard."
1366,Makes the class really interesting and she's pretty funny too
2540,He makes Chemistry interesting!!
3666,"She is one of the best science teachers I've had!She is very interested it what she his teaching, or seems to be:)She had study sessions before tests that are helpful. I liked how she taught everything keeping in mind that you may not be familiar with what she is saying."
152,the class was ok you need to work hard and go to class and do the practice exams  ise math lena bhaiho bohath kharab kardiya ye gpa ko :(
1730,"The teacher doesn't teach the concepts. he only derives the formulae and doesn't tell/show us how to implement them. going to class, for me, seems like a waste of time."
1643,"One of the worst professors I've come across. He doesn't complete problems he starts on the board and gets confused half way through them. He isn't clear in his explanations, class average on exams is significantly lower than the other Math132 classes,  avoid his class at all costs."
3112,Too many proofs in class. I feel as if I am learning Analysis class...
4123,DONT TAKE HIM!!!!
2282,"Unhelpful, egotistical, and biased."
3422,wat she teaches and totally different then wat's on her exams! you gotta study REALLLY hard to get ur stuff rite!
1503,"I went to his class until I bombed the first exam then I went to Calden's class. Rudvalis is so incredibly confusing. I feel bad for him because people can be very rude..but honestly, he is a horrific teacher. Definitely take Calden's class, she is amazing and you'll love her class. Books are not necessary for either class, they're a waste of money"
8,A surprisingly challenging course. She struggles to answer questions clearly or even fully. Her pop quizzes are very tough. Her liberal voice comes out very often. Don't question her political opinion. She loves when you participate and are aware of current events. Read the material. Okay professor
1659,"While hes not the most with it professor, he knows the material well. The course is now streamlined with all the other sections so that the only thing that is different is the professor teaching it. Even if you have to take it with him you can go to any lecture."
2662,Doesn't know how to teach course.  Of course you have to read the textbook by yourself PRIOR to class - same for all courses.  OF COURSE - everyone know that the course is only 2 hours/week.
1161,Very great teacher. funny and an easy class to get the hang of
1789,"Professor Whitbourne made the class interesting, and gave many opportunities for extra credit. She rambles a lot to herself, but she makes the class fun and lively."
3014,"Superficial explanations of virology concepts. He enjoys using many anecdotes to keep the class happy, but at the expense of not teaching. Some of his notes are outdated. If you want to learn more about virology, take MGY378 instead."
2057,"Amazing teacher! The packets really helped to learn and study the material for tests. She explained things really well. She's hilarious which makes class all the more easier to get through, especially for non-majors. If you don't like bio, great class!"
4343,"Dr. Dennis is a nice man.  The tests were hard, but he did give out review sheets which were somewhat helpful.  There are TONS of opportunities for extra credit, so if you don't do well on the tests then the EC assignments can really boost your grade.  Most of the extra credits require attending a lecture and writing a short 2-3 pg. summary."
2288,"interesting lectures, intelligent prof, love this class"
1424,"Rahhal is probably my favorite professor so far here at UMass. She's so fun, cute, and energetic, and makes class easy to understand and enjoyable. Hers is one of the few classes I actually WANT to show up to everyday."
2181,"Has written an amazing textbook for the course, very easy read with numerous interesting facts. Readings are very insightful. Lectures are boring, doesn't speak with enthusiasm but he cannot be blamed. He has been teaching the course for 3 years.  Tip: Ask a friend to record the lecture for you."
309,"Go to class, study, and you will be fine. The end."
4355,"As long as you read the book you can pull off an A without ever stepping foot into the classroom (as long as you have someone to tell you when the tests are. 5 tests worth 20 points a piece, easy if you read the book"
2252,"Easiest course in the world. Anyone who says otherwise is in for a surprise in second year. Very helpful and gave clear answers. But the material is so self explanatory, you'd have to born under a rock to not ace this course."
2855,the course is not easy...encouraging and wants his students to succeed...
4390,"WTH&#63;&#63; don't listen to any of these people...this teacher is the easiest teacher in the world. His lectures are crap, so just study for his tests in class. Read the book and u'll get an A. He also gives a chance for 15 extra credit points for each"
497,This guy can kiss my rear. Everyone slaved for his class and from what I've heard only one person got a good grade and thats because he kissed this guy's ass. Made one student go on a long drive for a report and another he wanted to go to the archives. No wonder he isn't teaching AM ST 402W in the fall.
2893,"Worst professor ever. He was always very condescending and arrogant, and enjoys making fun of students' questions. A majority of his time is spent criticizing feminism and talking about his textbooks. Terrible professor, would not recommend."
184,Best lecturer ever... I wasn't interested in biology but after the first few lectures it became my life!! He's really knowledgeable about what he's teaching and makes you love going to lectures as long as you sit in the front... Lectures are amazing BUT wish he makes exams less complicated- it would've been a perfect class. 
1356,really nice and funny very interesting class!!!!
1235,No Comments
4357,"Exams completely based on book. If you go to class, you'll do better. And he'll like you better. Lots of extra credit."
1610,No Comments
812,"THE CLASS IS SO EASY THAT IF YOU DON'T WATCH OUT, YOU WILL FAIL. COOK IS A NICE GUY AND HE GOES OVER EXAMPLES A LOT. GO TO CLASS, DO THE OWLS AND MAKE SURE TO UNDERSTAND THE OLD EXAMS HE HANDS OUT. YOU DO JUST FINE AS LONG AS YOU DON'T PROCRASTINATE."
305,"Professor Molumby is in two words, THE MAN. His lectures are interesting, and he provides some good anecdotes(NOTE:ANECDOTES WILL LIKELY BE ON TEST). A lot of people complain about the tests, but I literally took notes on the slides the night before and got an A in the class. Old exams are useful, but don't just limit your studying to those."
1558,what a horrible teacher. He explains things unclearly and seems to look down upon the class. He likes to write down a bunch of nonsense in his illegible handwriting and not actually explain any of it. He also says &quot;uuuuh....&quot; alot.
1022,"Randall is a great, but different. He doesn't give very clear answers on what's right and wrong which CAN BE tricky. Tons of TF. There is a quiz every Friday: can vary from open notemouth to strictly test testing. Tries to make the class interesting and loves what he teaches. Holds weekly review for quizzes. Definitely have to work for the grade."
4254,She is very unhelpful when you need to talk to her and looks at student different eyes.She has a attitude problem and she thinks she is pretty thats why she does that. I hope the department fire her. She is not a good teacher. Exams are very very hard and tricky.
238,"Great lectures. Little misleading when discussing exams. Does use book, lecture, and ppt for exams. Questions are vague really need to pay attention to the wording of what is being asked. When using practice exams do the work for the problems do not depend on multichoice."
4200,"She's not a bad professor, Very easy course, the online lecture are better than actually going to class, if you take notes while you listen to the lecture, that will help you study for the exam and not have to read the book.yes she does read from PPT slides and if it's not on PPT, it's probably from the book, but that's all there is to MGMT."
907,Hands down the best professor at West Georgia. Very funny and she knows what she's talking about based on her stories of experience. I'd take her again honestly because she will relate the material to life experience to make it easier to remember. 10 out of 10
4189,I did the half online half lecture and my lab teacher was pretty cool and easy. But the tests are so hard. I studied my butt off and i still got low scores. I feel like she tricks you with her questions
2114,"Lectures were sometimes interesting in content but delivery was monotone, repetitive and usually pretty boring. Very textbook-based; making notes on the readings will guarantee you a good grade. No major assignments; just three term tests (all MCQ) and an exam. All in all a decent prof who could definitely use some charisma/ sense of humour."
1231,good teacher
3732,"Such a sweet person, really cares about her students. She wants you to do well in her class, and makes it fairly easy to do so. You don't have to read the textbook to get an A, but it's actually well written and provides a nice context if you care about the material being covered."
211,"Molumby is a great professor, he knows his stuff and makes sure you do too. You don't NEED the book, but it helps reading it along with the ppts. He lectures off of his power points but his exams [recycled] are TRICKY. The optional final was easy but mainly conceptual as opposed to specific examples. he curved our section by ~4%. STUDY HARD."
2672,"Zuliani is an effective prof.  It's a hard class to rate since most people despise accounting and only take it because they want to continue through the commerce program.  Hate her voice or not, she knows her stuff and is very competent.  I like!"
84,"Brilliant, engaging, love this guy"
2510,Cute&#63;&#63;&#63;&#63; Are you guys blind&#63; He's old! But really great teacher!
4207,"The Best Professor that teaches in GMU. She is very organized, well prepeared, and well experienced in management. She makes you understands every concepts in MGMT and provide real examples not just read from the slides. No wonder, she's the only one that teaches MGMT in SOM. Three Exams and a Paper. that's it. She turns everything on time."
683,"Wonderful professor. Class consists of discussions every week, easy assignments, workload manageable. She really wants student to do well. Perfect elective choice!"
1480,"Attending class was a waste of time. Material was basic and you got to use a cheat sheet on ALL exams. Most educational material was the homework, on MathLab- the Professor contributed nothing to my knowledge."
4050,i read all those &quot;good&quot; comments and Im guaranteeing you those are ALL fake and lyons wrote them himself. THIS IS IS THE WORST PROFESSOR PERIOD. I dont mind hard professors cuz I like challenges but this guy doesnt even help u understand the material. If u ask a question in class he will kind of chuckle at dumb questions and others he wont answer.
1618,"Would not reccomend taking the 75 minute lecture block, just too much drole for uninterested people. That said, he does clearly explain math concepts. Just be a good student and actually read the book, learn the theorems and rules, and you will do well. Makes corny math jokes to diffuse a bored atmosphere but he teaches well otherwise."
3860,"Lisa is a very energetic lady. She can talk on and on about a work of art and gives very good information. Only downside is her old fashioned teaching method. She doesn't believe in posting powerpoint slides on BB. Also, no computers or phone use. Because of this, you must take all your notes by hand. If you can write fast, you should be fine. "
3697,Tons of busy work and make sure you do the tophots. The class is very expensive since she has you using a brand new textbook and online access code so be prepared to spend $200. For that reason I would not recommend this class as a general education class. Not worth the money.
3585,"Very nice lady, I just don't like how she lectures. I don't understand her.. yes you can ask questions but if you don't your alone. Its better to ask questions in person 1-on-1, EXTREMELY helpful if you do. In other words to get a good grade you must look for her since her lectures don't help. I failed this class thinking I would know the basics :("
1650,This guy is really helpful if you go to his office hours. His door is always open for people who want to learn. He is a great teacher
2323,a little too obnoxious for my liking...too full of himself
1192,"He is a very hard teacher, his questions are very tricky and his test are extremely hard. He is not very clear."
3530,"She is great, I don't know how can you not like her. I got a B+ without even putting too much effort. Yes, she reads from power points, so what?? At least you know where to go to find answers. Take her, don't but the book, though. I didn't."
3344,"she shows no respect to students and acts like she has won the Nobel Prize though there s no accounting Nobel Prize. I got an A. But I really hate her. Luckily, I don't have to take any of her class again.^^"
1846,"Absolutely without a shadow of a doubt the worst teacher ever. She wastes so much class time on rants. You take what she tells you to study, you study it and its not on the test. She is a worthless teacher, if you can call her that. Switch to a different psych 100 you'll learn more elsewhere. stay away."
3565,"Excellent class. Never used the book. Lectures are entirely power point based, which if you read them at home/or print them out for yourself makes learning the material very easy.  Tests are EASY - worded straight from the notes; 3 scantron tests & 3 quizzes (lowest grade dropped for each) and a final (cumulative). Take her, you won't regret it!"
457,"I find him to be an interesting and lively character. I never get bored in his class, I actually enjoy going to his class. His tests are moderate as long as you take notes, read the text, and actually study."
3159,"I think you will learn and understand most material from the recitation and online homeworks, so don't let her scare you. Show up to lecture and recitation ON TIME (she will call you out if you're late) and do the online homeworks. Exams are straight off the homework so practice them several times before exams and you will be fine."
2714,One of the worst profs at U of T.  A terrible teacher.. poor communication skills... and a very poorly written book (neuro 101)
3364,"Bad personality, Never curved,she doesn't know how to teach, unfair grade for project.She needs more teaching experience. Stay away from her. Worst teacher."
1929,Kept classes interesting
802,"Ridiculous professor. He never teaches the material--instead, he goes on about some obscure, random fact you never have to think about again. Only assigned like 5 OWLs that were extremely hard and nothing like the exams. Avoid this class if possible, if required for a major I'd say take it honors with Adena."
2073,Fun class... take it with friends... she's very amusing
4234,"Professor Wolf was ok.  I took advantage on the fact that it was a pretty easy class and I didn't study that well for it and received a &quot;C.&quot;  So, I re-took this class to boast my GPA w/ Professor Poms during the summer. Let me say, take it during the summer, this class is dueable during the 41/2 wks. rather than wanting to shoot yourself w/ Wolf."
4102,"Every single class begins with &quot;shut up&quot; and drinking from a water bottle in class is &quot;wasting my time.&quot; Never needed to look in the textbook, took a paragraph of notes all semester. Knowing the exact answer is necessary for tests. Take another professor or test out."
23,"Very harsh on participation. I    spoke everyday AND helped her correctly teach about the Iowa Caucuses and she didn't give me an A. VERY LIBERAL! If you are content arguing your views everyday, take this class. If not, find another class. The quizzes and NYT readings are stupid and pointless. Tests are LONG but fairly easy if you paid attention"
1027,"Randy is a great guy and is there for you. However, you may never know for sure what your grade is prior to the end of the semester being that he never gets papers back. BioTAP is very difficult, but also very rewarding. If you put the work in, you'll notice that you've learned more than you would have in a normal class. Completely project-based. "
188,Impossible to hear him during lecture unless you're sitting two inches away from him. Only way to study for his exams is going through the powerpoints and old exams. He likes to trick students on the exam so make sure you study well. Labs are a joke - it's all busy work. Better than bios 100
3519,"She is an amazing prof. She keeps you awak during class. She doesnt meed a mic so you will be able to hear her even if you are in the back. She gives you dense study guides, but they are really helpful. This class needs some work to get an A. Dont buy the book. She uses everything thats on the slides."
1213,gret prof.  goes beyond to provide help sessions etc.  good guy too
279,He is an amazing teacher! Super cool. STUDY THE OLD EXAMS THEY ARE ALMOST EXACTLY THE SAME! He is the hottest most badass teacher on campus!
366,"definitely need to go to lectures to get a good grade, but he makes them interesting so its not too bad. im taking him during the summer and he said we have been his best class ever (meaning getting the best grades) so his expectations might rise in the fall. overall cool guy. definitely read and go to lectures and you'll be sure to get an A!!"
4085,"Prof. Lyon's lectures are very thorough and informative. If you go to class and take notes, you are not likely to need the book. As far as being rude when asked questions: He gets annoyed when people ask questions they could have answered on their own with a little effort. I don't see anything wrong with expecting students to use their brains"
3662,"I never had her as a professor, but I was her TA/proctor for BIOL 103 one semester.  I'm not sure how good of a lecturer she is, but she is super-friendly and her exams are really easy."
270,"Dr. Molumby is a great teacher, but you really need to pay attention to all the minute details on his lecture slides. He explains the concepts in class thoroughly and tells jokes at the same time too! He is enthusiastic at times and sometimes not. I would recommend him though because he has VERY detailed information on his slides."
1084,Holds review sessions that are extremely helpful. Overall he makes this a very difficult course.
463,"If you're looking for any EXTREMELY knowledgeable and enthusiastic lecturer - take this class! However, note that Dr. Capelotti doesn't cut any slack to his students, he actually expects you to WORK and spend time with the material outside of class. It's refreshing to have a professor who holds students to higher standard. If you're lazy avoid him"
45,"He shoves a bunch of html, Javascript, CSS, PHP, and forces down intensive computer knowledge down your throat.  He spits sizzling apple juice from his puckered lips and does yoga throughout class."
1170,Phillis is a great guy. He knows his stuff.. but thinks the class knows it too. His quizzes and exams are tricky... so go to the review sessions.. those will help... A LOT! Overall he's fun to be with..
4224,"She is worst, she has big attitude problem. Her class lond and boring. Her Exams are long, hard,and tricky exams. Her worst lab teachers make me nervas, treat adult students like elementary students. I lost all my mind and answers because of those Lab teachers."
1149,"He was probably one of the best professors that I have ever had.  Don't be fooled by people that didn't like him. They simply do not have a sense of humor.  He made the subject matter interesting and did a great job of teaching the basic material.  The fact that he loves what he does is evident, and he is very helpful.  Definitely take this course!"
1882,Amazing class.  Everything is very clearly stated.  The notes are very helpful and it is a really fun class to go to.  I took it at 9:05 in the morning and only missed class once!
3761,"Fairly easy class, just took it to meet natural science gen. ed requirement. Just show up to all the classes and you should get an A. The only part about this class I didn't like was the lab work. There tended to be a lot more lab work than was necessary, but other than that I reccomend this class for natural science elective."
4319,He is an ok guy but as a teacher he is not much help if you actually want to learn the material. I would NOT recommend him. His was the class i most dreaded during the week :(
3649,"very interesting, and keeps your attention the whole class. tests are straight from her notes which are straight from the book. has a review session for every test, and if you do well on final exam she'll drop your lowest test grade and use your final grade twice."
561,Great at explaining
969,Schurter is THE MAN. I've never had a prof who cares so much that the students learn the material and are able to apply it. Most teachers expect you to know the material for exams; he wants you to know the material so you can actually benefit from it outside the classroom. He relates to each student personally as well. I'd take any class of his.
584,"What a jerk!  I hate his classes, and I've taken chemistry all my life and he still doesn't make sense!  I got 90% in IB chemistry last year!"
2503,"nice and friendly, like him even i'm a man"
2796,"He rambles on about a myriad of unconnected ideas that we are somehow to understand and apply to construct sophisticated proofs. I attended every single lecture, reviewed my notes and took more extensive notes from advanced textbooks , and diligently showed up at my tutorials. I have never attempted to understand a subject and failed so miserably."
1780,Good guy.
1362,A really easy class.  If you get good grades on the first three exam you can just stop going to class altogether.  Very fun class and Tammy is an amazing teacher.
4030,"This is absolutely one of the worst professors I've ever encountered. The work is doable, although the homework has very little to do with the actual school work.  Most of the time he spends showing History Channel videos.  He has no respect for his students and talks down to everyone.  Your answer will never be enough or correct.  AVOID!!!!"
1698,Awful teacher! Doesn't explain anything that is on the test! Owls are poorly structured!  If you have to take this class go to the SI sessions you will learn much more there than in class. The only good part about the class is you can laugh at him when he makes bad jokes.
132,"hes funny and chill dude,grabbed few beers with him just get on his good side and its all good. wait you are here to study lol"
3517,BEST PROFESSOR  AT GMU!!! She is my inspiration. I started off at GMU with her class and she made it the best first year of school. She is very forgiving for the labs and she is a great lecturer . Her lectures were clear and easy to understand. Her tests are pretty easy but you have to study or at least read over the powerpoints. TAKE HER CLASS!!! 
1001,"Every single test and quiz is true or false. There are quizzes every Friday, but sometimes they are open note/mouth. Randy is a funny guy, he makes the class tolerable. There is not any homework, but make sure to go to SI reviews so you can fully understand what you learn that week for the quiz on Friday."
1020,"I liked him a lot, he really seems to like his students and enjoy teaching. He encourages critical thinking instead of memorizing. I did wish we had a slightly clearer way of study besides just listening very carefully during lectures, but for the most part he was great and I enjoyed the class. "
1350,"Tammy is an amazing prof. She is sweet as can be and is happy to answer individual questions. Lectures are well paced, easy to follow, and supplemented with little experiments and  video clips. You'll want to go to lecture. read the text, cause tests are not that easy. OWLs very easy. If you take PYSYCH 100, take it with Tammy!!"
1181,"Awesome teacher, makes everything really clear and likes to help students out.  He grades on many aspects so as long as you go to class you are pretty much guarenteed to do well."
1498,i want to bang hiM
3407,Easy class if you just study and do da green book.  I pulled out a B watch out for the project use the places website if you dont have info since she wants that and does not say. study and go to class and do hw and u will b fine idk y ppl focus on bad things deal with it its life jus study dats all you can do
838,"He is the worst teacher i have ever had. I love math, and i normally understand the concepts in math very well, but he just doesn't know how to teach. he doesn't show you how to apply anything, and what he does teach he teaches in the most round about and confusing way possible. do anything to avoid having him!!"
1536,"honestly the worst class ever,  easy class if you have taken any serious math class in high school. OWL is helpful, lecture is painful, especially at 9 AM"
