id,rating,review
2090,good,"His questions on tests are harder than caron's.  He's pretty interesting though, and I like his statistics and real life examples; in comparison with caron, who is much more definitionalby the book.  I think the two complement each other well.  Caron makes things cleareasier as a course coordinator; Brym's lectures are very goodinteresting."
3539,good,"She's easy enough if you go to class and do the study guides (and by that I mean actually do them, not flip through them at the last minute). You don't need the book, she puts her slides on blackboard, and not every iClicker quiz counts. The most annoying thing is the online assignments, which she only announces in class."
3799,average,No Comments
4193,good,Go Mason for giving the online lecture option! Web class was fine & Prof is great. Read the slides & go to lab for an easy A in this class. The paper is graded a little harsh but lots of extra credit available to make it up. There were a few exam Q's only in txt book otherwise book not needed too much.
2707,poor,don't ever take his lecture course!!! boring :((
1236,good,Profesor Rahhal is really great. Her lecture slides are very easy to follow and she does a good job explaining things. There is homework and some pop quizzes but she gives a ton of extra credit and drops your lowest exam score. She is highly recommended.
3703,good,"The best science teacher I have ever had. Her lectures are very clear, she has great relationships with the students and labs aren't terribly hard, just long. Gives 3 tests that are entirely based on her lectures and powerpoints. Professor Largen is also always willing to help and explain difficult concepts, don't be afraid to ask her."
2533,good,he was my favourite teacher.  I actually paid attention in his lectures
212,good,Class was very hard but final wasnt bad and amazing curve. Deff take him
1036,average,"I disliked him at first due to how he jumped straight into deep material on the first day of class, but afterwards I got used to his concept teaching style and was able to pull through. His exams are tough, no doubt, and you better be prepared for a quiz every Friday but most times he's pretty lenient with letting us use notes or discuss it "
4324,poor,"Very nice and sweet. I did not like his teaching method. But everything was out of the book so i still did well. As I said before, he is very nice but I would not recommend him if you are actually trying to learn something"
900,good,"AMAZING! I look forward to going to her class. She relates all of our sections with her past life experiences. I love how she gives you the freedom to express yourself and she isn't bias to any opinion. Truly a well-rounded teacher. I highly recommend taking her class! Take notes though, PLEASE. It'll help when it's time for test."
1446,poor,"He is a nice guy, but he's usually late to class. His lecture didn't help me at all. You have to teach yourself. Midterms were poor... I guess he's really smart so he can't understand what and why are we confused about."
4109,poor,"He is one of the most difficult professors.  For a first level graduate course, he spent a majority of his time tried to make the topic as difficult as possible.  As a working adult paying for the course out of pocket, I found his style better suited to elementary school."
1849,poor,"WAYYY overrated. Bubbly in class, but wont give you the time of day otherwise. Thinks she is better than everyone else. Easy A, but not worth it. Take PSYCH 100 with someone who will actually help you if you need it."
2159,good,"WONDERFUL CLASS AND YOU NEVER FEEL HIS BIG CLASSES, VERY PASSIONATE, CAREFUL PROF ABOUT THE STUDENTS,I learned many life lessons from his class, exteremely punctual, organized, kind prof, extermely well presentor, very helpful for ESL students, don't miss his classes I wish I had more classes with him"
2197,good,"Dr. Brym is a wonderful prof. He is very interested in his field and gives great lectures. It is very possible to get good grades in his class if you spend sometime studying sociology everyday. If you leave the readings till just before a test, you will either fail or get a bad mark. The tests are a little challenging, but not unfair by any means."
660,good,This class isn't that bad.  But it's definately not for someone looking for an easy A. This class is challenging and you have to make sure you do all the work otherwise you will not pass.
1614,good,No Comments
741,poor,Cook has been at it a long time and is the definition of old school teaching. I was never great at Calculus so i went to 95% of lectures and still had a lot of trouble with the materiel. Effort outside the class is a necessity to get a good grade. 
245,poor,"he think he is darwin or sth,,,clearly he is just focusing on lecture.. he is not willing to help you outside of class for example, not answering email question, during office visit told student look up wikipedia with question... what a good bio professor i would try avoid his class his test is tricky too"
3661,average,"I must say, Fondufe's class is good if you A) already know Biology and just need to finish the course or B) enjoy being read to from a textbook.  Personally I need an instructor who does a little more than a daily &quot;story time.&quot;  Sum it up: Boring as all!"
1754,poor,"His tests are more clear than Math 127 tests, kind of a funny teacher, but makes me sleepy."
2029,good,"She was part of three teachers that teach the class. She is a small woman, sooo funny. Offers extra credit, test was straight forward. Lectures were entertaining. Puts all lectures, powerpoint slides, and notes online. Just study before the exam and you will do fine. Her classes are funny and entertaining they make you want to go. good woman!"
3161,poor,Extremely difficult class to pass especially with Hylton. She's very rude and talks very fast during lecture. I asked her to repeat something because she spoke too fast and didn't hear what she said and refused to repeat herself. Some professors don't care about the success of their students and hylton is one them. AVOID AT ALL COSTS!
1206,good,"Hands down the best professor I have had in my 4 years at UMass. Runs help sessions 2 times a week on his own time, gives clearest exams I have taken so far and shows the most genuine interest in his students' learning that I have seen."
509,good,"A little weird at first, but interesting nonetheless.  Class is pretty easy if you read the materials and study.  Good teacher overall."
3378,good,She tells you exactly what will be on exams and is clear when explaining the material.  Always willing to help and wants you to succeed.  A great professor!
597,good,"Great class, though there were a lot of whiny, entitled students in the class.  If you argue that Robert Wilson killed Francis Macomber when the omniscient narrator clearly states it was Margot that did it, Everett is going to let you know.  He will do that with any interpretation of literature.  You have to be persuasive!  It is college!"
2178,average,his tests are deadly
3514,good,She loves biology and she is helpful. BUT HER EXAM ARE HARD and very tricky :)  You dont need a book everything comes from the slides and her exam questions are developed to confuse you . Not an Easy A . I wished that I took it with Madden :(  
4271,average,The test is not to be as long you do the reading.  The only problem I have is trying to read the stupid book...They need to get a better textbook....
981,good,All the tests & Friday quizzes are multiple true/false & the discussion assignments are T/F & free response so you have to be able to understand concepts and ideas to do well in his class - not just facts. He goes pretty fast so use a laptop or record it. If you pay attention and go to all SI sessions it's an easy B and a kind of difficult A.
3002,good,teaches in a very interesting way
4130,good,"Great instructor, but lots of work.  Homework is long, project is unbelievably timeconsuming. Not hard, just takes a lot of time.  But he really, really knows his stuff.  I learned a lot, but be prepared to put in a lot of time.  I'd take him again."
518,good,As long as you read the ANGEL notes you'll be okay.
3306,average,"There are a lot of information you have to know, we covered just about the whole book. The teacher overall is very energetic and loud. She's not a bad teacher but there is just so much she has to cover so read the chapters. Each exam has atleat 3 chapters. Good Luck."
767,good,A good professor who has good intentions. His age does make it a little harder to understand but he knows his stuff and if you aren't retarded you will do fine.
4287,average,"He was there for you if you asked for help and would give out extra credit. His quizzes are pretty easy, but for some reason his exams weren't. I barely showed up for class. Just do his study guides and read the chapters and you will be fine! "
1726,poor,"He is the worst teacher i have ever had. I love math, and i normally understand the concepts in math very well, but he just doesn't know how to teach. he doesn't show you how to apply anything, and what he does teach he teaches in the most round about and confusing way possible. do anything to avoid having him!!"
1651,average,"Confused why everyone is talking about how he makes exams hard.. he doesn't even write the exams, the department does. He even admitted he thought the exam was too hard so he would scale the final grades for our class. caring and knows his stuff, calc can be confusing, not his fault. I skip class at least 2 out of 3 times a week, still manage an A."
2902,average,"Condescending, arrogant, and overall just plain rude. The tests are too specific; some questions are drawn from statistics hidden in the most obscure graphs, which are shown only for a few seconds in lecture. Too much readings for a half year course, and the readings use sociological jargons that was never taught. Overall, don't take this course."
3127,good,No Comments
3641,good,She's very entertaining because she likes to jump around a lot.  She's very nice and helpful.  If you read the book before she does the lecture you will definitely do well on her exams.  She uses many analogies to explain the concepts. She gets the questions on her exams from the old exams and from the end of each chapter.
3265,poor,"It's a simple formula to get through this class: 1) Nerves of steel    2) The ability to teach yourself thoroughly     3)Preparation for the worst teacher of your life       It's a piece of cake if you can do all those things. Oh yeah, be prepared for point deduction, don't even bother asking why because you won't get a respectable response anyway."
421,good,"OUTSTANDING class!  His tests are tough, but he gives you the information - just study.  Can learn a lot in this class"
123,good,"Probably the best teacher i've had since i've been at state. He presents the material in a very interesting way and has some hilarious stories to go along. His classes are usualy not easy, but that's the nature of the course and not his fault."
3263,poor,"Avoid this professor if you:1. dont like to be called during the class (she calls up your name to ask questions if you dont answer, she make you embarrassed) 2. foreigner (she discriminateS students based on their first language)OVERALL, she is the worst professor I have had She does not teach but yell every time in front of you"
4346,poor,i wrote this professor 5 emails and he never responded to any of them. he is unreachable
1244,good,"Amazing professor do the small books readings textbook not necessary but helpful, she gives mini quizzes on readings and if you come to class after an exam expect extra credit, she drops one exam super helpful. Tas helpful as well, would take again"
819,poor,"poor, poor teacher. He just puts random examples on the board, solves them himself and doesn't explain how or when to use the equation. Math was always fun and enjoyable for me until this guy. Very unhelpful. Doesn't look at emails. Just don't take 127 with him."
1403,good,"tammy is the BEST, she's hilarious, soo smart, very interesting... 4 exams, drops the lowest... no final, the owls are annoying but easy, offers lots of extra credit!"
1382,good,"One of the best teachers I have ever encountered in my life.  Made everything she talked about seem exciting, and told lots of funny stories.  On a side note, the class is pretty easy (and if you do well in the first 3/4 of the class, you dont have to do the rest of it, because of dropping grades), and she's hot."
100,good,Good teacher
4126,good,"He knows his stuff really well.  You must go to all classes and do the homework.  He is clear on what he wants, but he hates slackers.  If you slack or skip class, don't take it.  Homework is time consuming, and the project is unbelievably time consuming.  Be ready to do lots of work."
1575,poor,slept through class more than I went to it...so boring but an 85 is an A so i cant really complain
1638,good,"If you don't mind getting into the actual theory behind basic calculus, Cook is great. He's an older guy, and an old-fashioned lecturer, but I find it charming and refreshing. The exams are easy if you know how to make good use of your calculator, attend class, and follow the text somewhat. I don't know why people are so down on him..."
1795,average,Super nice. Not helpful at all. What she lectures is rarely on test. GET LEARNSMART
4237,good,"Her exams are semi-hard, you need to attend class. Her notes are the main key to her exams. Going to lab is helpful b/c of all the quizes given. Do the extra credit, it boosts your grade by a full letter!"
399,good,It was a great class all around. The professor was good and my TA was the best one I have met at UIC.
3731,good,Do not buy the textbook for the lecture! It wont help you. marginal cost clearly exceeds marginal benefit. the course material is simple. just take the time to go over the power points and study before the exams. Dr. Largen is a sweet person and wants her students to succeed. Recommended.
3782,good,"Really easy class. I thought the exams were pretty simple as long as you use the study guide. I never opened the book (in fact, I never bought it) and got an A in the class. The class can sometimes be a bit boring, but she's really sweet and it's really easy."
3873,good,"She is a very good professor, would recommend her. Classes are fun but you have to do the reading because she gives pop quizzes. nothing hard. Just read before class, attend class, study from the study guide she provides and you'll get an A."
1352,good,"Amazingggg, take this class, you'll actually want to go to it."
4342,poor,teacher SUCKS! hes boring as sh!+ and the lectures are pointless. never take him and switch your major if its sociology
3924,good,"This is a hard class! dont think its an easy A, at all!! I found her to be interesting, but the exams are no joke. Go to every class, and write down everything. I mean everything. If you like art, you will enjoy, if not, look else where. She is tough."
982,average,"I had to really work in this class to get the grade I wanted. His exams are difficult with trick questions, so it is easy to get a few wrong. I had to study a ton in this class. I think Randy does care about his students, and even proposed a new grading system, but he definitely makes this intro class very difficult. You also don't need the book."
456,poor,"Well I will start off by saying by the end of the semester more then half of the class will drop this class. test are very hard and not based on the notes given in class or the book. you pretty much have to teach yourself everything. he is not too helpful if you are struggling, he will just suggest you to drop the course... I would not refer."
2748,poor,that a prof this rotten should be teaching such a core course is a disgrace!
3509,good,Prof Fondufe is one of the best professors as Mason in my opinion. She is very passionate about biology and you can tell by her lectures. Your grade will reflect the amount of studying you put in. Everything you need to know are on her powerpoints so buying the book would be a waste. Genuinely love her.
1950,good,"Really easy class if you show up, do the homeworks, and study a bit before the exams. I'm not a science person AT ALL and still managed a 95 average in this class. The concepts you learn are actually really interesting and apply to everyday life and your overall health. Great professor!"
3497,good,"She was a wonderful lab instructor, energetic even at 7:30 in the morning! Her lectures were never boring and I honestly learned just as much if not more from her lab class than my bio lecture!  "
4169,good,"Took the online course with her, class was super easy. Exams were straight from the online powerpoints. Online lectures were only about 1 hour per week (much shorter than a physical class). The exams were multiple choice and very easy!"
641,good,"Mr. Everett is a very good teacher. In my opinion, he is too easy for a college professor. But I'm not complaining. He lays everything out in the handbooks and the syllabus which helps a lot. Yes, there is a lot of writing, but its well worth it. If you just do the work on time, you'll pass."
1953,good,"I recommend her for junior year writing. It was pretty easy, a few writing assignments each week but they were not difficult. One major project that accounts for 50% of your grade, so just do well on that and you'll get an A"
4028,good,He gives you everything you need to get an A. If you are a good student it's a easy class. I don't know what all this crying is about.
3405,good,Challenging professor but she definitely gets you to learn the material well. Read the book and do the practice problems. The study guide book helps a lot for the exams as well.
4195,good,"I took the online lecture with her and it wasn't  bad at all. The second exam was a little tricky, but other than that, read the text book, read the slides once to yourself and then listen to the lecture. Material made more sense to me this way. I studied slides and terms for exams and got an A in the class. The paper wasn't too bad either."
3534,good,Reads directly off powerpoints.  If you want an A read the chapter and skim the powerpoint before she goes over it.  Her lecture is just reading directly off the powerpoint.  Exams are very tricky; average is ~65% - no curves but sometimes gives a 2% or 4% boost on each exam.  Impossible to get an A! If you want an A; dont take her!!
1884,good,No Comments
3699,good,"Professor Largen is such a sweet lady! In my Environmental Science class I didn't get to meet her on a personal level, but she was so willing to help the class with whatever questions we had, and also was so understanding when we had trouble with our TopHat (online questions during lecture). This class is THE BEST for a lab requirement. TAKE IT!"
3176,poor,She is so rude! Worst professor not helpful at all.  Ruined my first semester. AVIOD taking her.
2244,poor,"after 2 horrible, stupid tests, i absolutely hate this course. the textbook, which Brym wrote himself, is horribly unclear and unbelievable boring. trying to read it is tedious in itself.  listening to his equally unclear lectures is also a pain in da ass"
845,average,extremely boring. I went to only 3 classes but still did fine.
542,average,"Tough class.  Quizzes everyday!  She is a neat lady, but not a fun teacher."
91,good,"I am a computer science student, but do not attend Stanford University. I have seen most of his online lectures on programming methodology and i have been blown away. By far the best professor/instructor/teacher/lecturer i have EVER seen in front of a class doing what they do best."
3172,poor,"You have to teach yourself everything to be honest. She doesn't really go over things in class and if you have questions, she answers them very matter-of-factly as if Accounting comes naturally to you. Spent all semester doing computational problems in class only for the final exam to be conceptually based. GMU's school of business is a mess."
1979,good,No need to go to class. Buy the study guide for like 8 bucks and study that before exams and you'll do fine.
2185,poor,"Not a good professor. The multiple choice tests focus on minor detail and do not effectively test a students knowledge. The lectures were not engaging, the professor loses focus easily, the use of TA's was non existent and the prof was not really approchable. Alot of people failed by a marginal percentage."
3164,good,"One of the best professors I have had at Mason so far. If you follow her lectures along with the chapters in the book, you will be absolutely fine. Online homework really solidifies the chapters so if you stay on top of your work you'll get a good grade! Her final was really tricky and she focused mainly on the final chapters she taught, good luck!"
2251,good,"Prof. Brym is a great teacher, but what he says in class, you could highlight in your book and take little notes on the side for his &quot;in class&quot; questions on mid-terms.  Loved the course, though."
4306,poor,"His lectures had nothing to do with the class, my roommate and I only went to class on days there was a test and still passed."
1048,good,"His class was definitely a challenge at first because he mainly only uses diagrams and true/false questions on his exams. But, by the second month, it turned into one of my favorite classes because his teaching style started to make sense and the class seemed easier. You should attend every class, and he gives weekly, easy Friday quizzes."
1960,good,She is the best! So funny and she does the best demonstrations. Great class.
237,poor,"RUN & DON'T LOOK BACK! Hands down, one of the worst professors I've had in my college career & I wanted so badly to like him.  I am not trying to slam the man but I'm just being honest.  He gets off on tricking his students...WE GET IT MOLUMBY, YOU'RE THE SMARTEST GUY IN THE ROOM, SO ENOUGH WITH THE GAMES AND JUST TEACH US!"
2297,average,"personally, i think hes funny and very knowledgeable... kind of  im right  but.."
1133,good,"good guy, class time usually flies by. lots of PRS use to help get points across and definitely keeps students involved. holds lots of review sessions and makes them interesting (talent nights). nothing to complain about except the labs :-X"
1805,good,She's really easy and entertaining. Her notes are fill in the blank and if you miss class you can easily copy them from someone else.
3231,average,"I took this online in 4 weeks for my Business Minor. I spent 4-5 hours a day studying and was really discouraged after I got a D on my midterm. However, she said the final would be counted more if you did well. I ended up with a B. I taught myself a lot and relied on the book. Her ""online lectures"" were useless. Great class, ok professor."
163,poor,He's arrogant. Tests are impossible and ask ridiculous trivial nonsensical questions. Second test was a group test yet I don't know a group who got a 100 (Though most groups got B's and A's). Doesn't know how to teach or how to run a class. Would avoid him as much as possible.
3114,good,He is an AMAZING teacher! I had such a hard time in Calc I but with him Calc II was so easy. He is totally open to you coming in for help and he is a really personable guy and loves helping and teaching. One of my favorite prof. by far
2602,poor,"SHE MAKES ME HATE ACCOUNTING FOREVER. Seriously, she looks like she rather stays at home than in class."
2686,poor,No Comments
2483,good,He is good!
2828,poor,errrrrrrrrrrrr i hate him... he is so rude and makes me want to kill myself...the course was hard and he made it worse
3201,good,"Hylton is tough, but is one of the best professors Ive had in college so far, IMO. If u GO to class prepared and put the time into studying, you'll do very well. Use Connect (Learnsmart; homework didn't help me that much) to learnstudy the material, specifically in preparation for the test and you'll do very well. You MUST study for the test.   "
1811,good,"Super easy class as long as you do the work. Follow her on twitter, she posts review points that are usually on the test! Always study review points in general, thats where the exam questions come from."
2411,good,decent prof last year i had him and his test wasn't that hard...hope he continues this year :)
3528,good,"This class is going to be a little difficult. You will definitely need to put some effort in if you want to get a good, solid A. Study the power points well! The book was never really useful or helpful to me. If you study a lot and really know the material backwards and forwards than a A should be NO PROBLEM."
3759,good,"Even if this is a high rating, let me tell you, this class is only for those who want to get the science gen ed out of the way. This class is far too easy, and some of the stuff she teaches is what you have learned in high school. It really helps that she has study guides for you. Absolutely hate the labs, for the workload is completely ridiculous."
2997,good,"Amazing Prof! very inspirational. I am sure he has changed thousands of lives for better. People who think he is unorganized, and unclear, are the ones who don't wanna go to lectures. But if you go to lectures, this is the best course ever. He is a special prof, very different... a prof you will remember for the rest of your life --&gt; the BEST!"
2638,poor,"I don't even see why she is in the room, the whole class she just sits there and listen to students present.  And when she actually gives a lecture, it's less than 15 mins and she reads off the slides that we printed off the site already.  Absolutely useless, overloads of assignments, learn nothing"
4397,poor,Just blabbers on.  Very hard to understand.  Study guides do not help on exam.  Must atten lectures to knows what goes on the exam.
4083,average,I only took this class because I had too. The grading was ridiculous. I think the HW requirements were extreme. And I think its ridiculous to cite the origins of the APA format.
2293,average,100% multi. coice tests - always against the student!
1452,poor,"DO NOT TAKE HIS CLASS! He acts like you are a brilliant mathematician that knows everything at calculus. He stands in front of the work he does on the board so you can't see until he moves onto another problem. He has no clue what is going on, ever. The only way I'm passing right now is because i went to the midterm reviews and tutoring sessions."
593,poor,Worst professor you could ever take.
41,good,good
560,average,No Comments
2277,good,Managed a 1500 person class well. His knowledge and enthusiasm for sociology was really absorbed by the students.
2357,good,"Not the best course coordinator, but an amazing lecturer! He may seem weird the first lecture you have with him but as the semester passes by you'll notice the guy has soo much swag and he really knows his stuff.   P.S Watch out for his puns! You may not get the joke but his laugh is really contagious."
243,good,Best teacher at UIC. Period.
1339,good,Always does her best to make sure everyone understands the material. Makes the class fun.
2527,good,"I LOVE YOU, SCOTT"
3547,good,"She's very animated and has an entertaining accent. Class was boring (Hard not to be- large class and the fact that it's biology. I'm not a fan of science). Class wasn't too hard though. If you study well, you should get an A. Don't buy the textbook- she provides slides and study guides. You do need an access code and an iclicker, tho."
1442,poor,"He seems like a good mathematician which is probably wh he has the job, but he is terrible as a teacher. He is hard to hear even in the front, hard to understand if you can hear him. He takes no care in helping you. If you ask for help he averts the effort of helping you by trying to give you such a confusing answer that you stress and give up."
261,average,"His tests were hard, but studying his old exams were more helpful then actually studying his powerpoints. It is easy to get a B in his class and hard to get an A. Lastly, he really needs to learn how to use a mic."
3665,good,"She is a very good teacher! When signing up for 213, choose her session. It is a difficult subject and you will still have to study a lot but she seems to understand this and makes lectures very clear and to the point. More than likely you will be able to understand her lectures, and in order to get As on the exams all you have to do is study."
1689,poor,"Professor Cook is a terrible teacher, and an even worse comedian. The only thing worse than his lessons were his jokes. There was zero learning and zero laughter. I walked into the final exam touting an A average, and failed the exam, which landed me with a final grade of a C. This class was absolutely horrible, and you have no choice but this man."
1725,poor,"i took calc in hs, and like math, i found the class to be easy, but only cus i had an understanding in calc, i do not recomend cook and from what i heard about the other math teachers i dont recomend them either, cook is boring, old and doesnt teach, wish i could say something good, but nothing comes to mind"
4040,poor,"Avoid, Avoid, Avoid. HW is tedious and irrelevant. I work in the industry, this guy sucks and all of his material is WAY too scattered. Doesn't help students, not sure how he got this job, worst professor at mason by far.  Do NOT take him."
834,poor,"This is one of the worst classes i've taken. the concepts would have been easy to understand if he had any clue how to explain them. The material on the tests is so random compared to what he teaches in class. He doesn't prepare you well for the tests at all, and the owls are a pain. Don't take this class unless you absolutley have to."
1866,good,"She is so effervescent!Today 1 of her head TAs,Dmitry,taught lecture for an exam review and it was *blah* Within the first 5 minutes he lost everyone & everyone started doing their own thing or dozing off.Made us appreciate Prof Whitbourne a heck of alot more than we normally do!She is a fabulous,knowledgeable lady(w/ lame jokes!) I &lt;3 Whitbourne!"
2010,good,"Excellent Teacher, excellent class.  Insane amounts of extra credit.  USEFUL information for college students (STDs, Birth control, cancer etc.).  Fun class to go to, she shows entertaining movie clips and uses props to solidify her points.  Dr. Goodenough is the best teacher I could have asked for my first semester at UMass."
340,good,"Dr Molumby, if you are reading this, I love you!!!"
1601,poor,No Comments
4132,good,"This class killed my GPA.  I am a good student I went to all his classes, paid attention and turned in all assignments.  I spent alot of time on his &quot;project&quot; and walked out with a C.  I know people who didn't even get that. If you want a tough class/professor look no further, his/he is the hardest one I have come across at GMU so far."
480,average,Professor Capelotti is hilarious! His powerpoints are a little confusing and his tests are hard but he always lets you come to him for help.
3024,average,can be boring and hard to understand. the course isn't as easy as some people say.
4065,good,"Best professor I've had at Mason. Yes, he's harder than some but that's only because he actually expects you to work. Go figure! A professor who wants you to actually study...what a concept right&#63; All the people who have rated him badly are either lazy or really stupid."
2361,poor,"Took CHM139 1st semester, passed 1st midterm and decided to drop it as labs were time consuming. Took it again 2nd semester and failed first midterm (evidently harder than other profs). Decided to stick through and did second midterm which was supposedly ""easier"" (quote browning) to compensate for first but format of test was changed (due to strike"
4396,poor,"*DO NOT TAKE HIS CLASS* I repeat, *DO NOT TAKE HIS CLASS*! Guy is totally whack, I got a C in this course, and two of my other friends took the same class w/ different profs and both got A's. Take O'Toole, I heard she was good. YOU HAVE BEEN WARNED!"
1766,poor,i hate calculus..but i guess he knows his stuff..if i went to class i guess that would help...
4186,good,"This was the first online course I took. Ms. Wolf was very engaging by sharing all kinds of various personal anecdotes and experiences. I enjoyed this course despite the grading rubric being a little harsh. Exams are primarily taken from the lecture and the online videos. Lab is almost completely useless, it's more just a point of contact with you."
4001,poor,"This course revolves around a project that makes up the majority of your grade. He provides ZERO instruction or guidance as to what he wants us to do, but expects A-quality work. In addition to that, he is very unapproachable with questions you might have. Lastly, the course is just irrelevant, has no structure, and it just needs to be removed."
2962,good,very interesting professor
3280,poor,"I worked my ass off in this class and still got an F.  She obviously undertstands the topics herself, but her ability to relay that information on to her students is abscent.  Do not take this teacher."
3066,poor,"I cannot say if Christ will return, yet this man single handedly proves Satan DOES!!!!  Take this course if you are a masochist; you will never recover."
1271,good,"Very fun professor - it's tough to get up for a 9am class but she tries to make it enjoyable. Grade is based on 4 exams (one is dropped), easy online quizzes, and in class quizzes based on assigned readings. Does lots of in class activities to make sure the material is understood, which adds a fun element to lecture. I"
3828,poor,"I'll agree with everyone else.  No one goes to lecture, thus no one learns anything.  Nice lady, kinda dumb, doesnt explain much.  Read the book, her study guides suck, not many people do well on her exams.  and she class is really early too.  Read book"
3832,average,"BORING! She reads off the slides, her exams are tough, AVOID her if you could!"
2398,good,"He is an AMAZING guy, with the best teaching abilities in U of T! YES PEOPLE, his tests are hard (I have failed one). However, he challenges your mind and you ability to understand chemistry. If u r used to memorizing equations, don't take his class, but whoever enjoys doing it, I shall prefer it to them!"
347,good,Completely unpredictable! Unusual but COOL!
3010,poor,No Comments
4038,average,"Homework is worth 40% of your grade. There are usually only 4 or 5 assignments, so make sure you do them all. Don't leave it to last minute as it will take some time. Attend his lectures and take notes from slides as well. If he asks a question and no one answers it correctly, he'll put it on the final. He's not bad--just difficult to contact him."
3982,good,I hated the idea of taking art history. But her class is excellent! She takes a dull subject and makes it fun and interesting. Gives a study guide for the 2 exams.
1423,good,"Best professor i've had, my psych class has 500 kids and it still feels like shes teaching me individually..Shes a great professor, very very helpfull..I got alot out of the class."
4081,good,"He does have an abrasive personality, but did you pay to be babysat or did you pay to learn something&#63; He certainly knows his stuff, leave the dignity and pride elsewhere and it can be entertaining. He rarely smiles and always wears sunglasses...even when dark. He gives good analogies where needed and teaches only what needs to be taught, no fluff."
2102,good,very organized and an overall good professor
632,poor,As far as teaching goes he does not stay on topic most of the time and starts talking about things that have nothing to do with British Literature. He grades harshly while putting students down indirectly in class. For everyone out there never take a class with him cause he is unprofessional. Dont make the same mistake I made.
2494,good,"Browning is amazing...The world still makes sense for crying out loud! He's an excellent prof, really clear and he makes sense...looks like George McFly at the end of Back to the Future, it's kind of funny."
3502,good,"Her voice makes you want to pay attention to the material. It's obvious she loves biology and really tries to make you like it. Her test are really hard though. She does give out study guides but they're so long. You need to study like 2 weeks before the exam. Always do the homework online, you can fail every test and still pass if you do the hw!"
2570,poor,One of the worst profs I have ever had She should be teaching high school instead of a class in an MBA program. Rotman should be ashamed that she is still there inspite of the horrible reviews over the years.
2798,good,A good fellow with a very bad handwriting. Can't type his lectures.
1465,average,"I was really nervous for this class-math is NOT my strong subject at all. Rudvalis can at times be confusing with his explanations, but at other times he's explaining is helpful. He is extremely fair when it comes to homework and tests. He gives many review sessions and additional opportunities to complete h.w. He's understanding; not arrogant."
4339,good,my favorite teacher!! he's the best
115,good,Mehran rocks my socks off.
3972,good,Great just go to class and talk with her and you will be in
1494,average,"this guy is alright, might be a little crazy, but so are the best of us"
1232,poor,BORING!!!
2229,poor,"In a word........BAD! Avoid is course at all possible costs! If in his course, avoid life sucking lectures."
1153,good,"Great professor, great guy.  Take this class with him."
3026,good,LOVED the class. Great experience. Cares alot about students...
57,good,Mehran is good! 106A is good. Take the class!!!
3448,average,I wouldn't recomend this teacher. I imagine you could find a more relaxed professor.
4348,good,"dr dennis is a great professor, he really knows what he is talking about. his lectures are somewhat boring, but once you get used to his style of lecture, it's all good. and always do the study guides before exams cuz that's practically the exam right there. and his laugh is so hilarous! i reccomend taking him. =D"
1735,poor,"the worst teacher ever, who cares about how the formulas were developed.. TEACH US HOW TO USE THEM! dont take this class if you cant teach yourself some pretty difficult math"
3495,average,"good professor. You need to study but lectures are clear and to the point. She is the best at Mason. Take her if you want a good grade, but pay attention and do hw. Don't skip class. Most profs. at Mason can't teach, but she can. If you want to pass take her, very energetic, makes you learn. PowerPoint are very helpful too.  TAKE HER."
3300,poor,"Hylton treats students like children, constantly yelling at them to put their feet down or put their phones away. Not a good teacher, and I got screwed by having a bad TA as well. Tests are heavy on material and very tricky. It is possible to get a decent grade, but be prepared to do a ton of studying."
3688,good,"Dr. Fondufe was a great professor - very clear lectures and notes, given with enthusiam. Tests were not difficult if you went over the detailed study guides...take her for biology if you can! Willing to help during office hours and is very understanding."
707,good,"This lady is a nutjob but in the good sense. Caring, funny, sweet, she's the best. Made the enviroment comfortable and tried to get everyone involved. If she teaches any other course in the future, I won't doubt to take her class..."
1093,good,He is smart and funny.
4309,average,"Honestly he is the NICEST professor ever, you have to go to class for the journal, 3 tests, 3 quizzes and thats basically it. very easy class, NEED THE BOOK! his lectures are pointless and are not tested on, everything tested on comes from the book, the journal is the only reason you have to go to class; he's so nice though! and old haha"
1376,good,LOVED THIS CLASS! Prof. Rahhal is amazing.  It's very easy to get an A.  The class is fun and interesting...I actually wanted to go to this class and it left me wanting to know more about psych..definitly recommend it
72,good,"He is one of the best professor i have ever seen in my life . His teaching is simply good. The way he explained each and every concept is excellent . I completed the entire CS106A lectures in two days .He knows how to attract students certainly not by giving em chocolates but through his teaching skills .. I love Mr.Sahami, you changed my life."
1922,good,"She made Psych 100, has a lot of fun, I recommend her to anyone!"
2460,average,"Tries too hard to be funny, really not that hilarious. Acts like an awkward teenager, maybe never grew out of it. The test was way too hard, half the class failed! Doesn't use time in class wisely, instead of cracking 'jokes', should've been giving out examples to clarify the concepts."
1764,poor,No Comments
743,poor,"If you didn't take calculus in high school, like I didn't, you're gonna have a hard time.  He only teaches the basic principles, and the exams are much more complicated.  The homework is all online, but his lectures are almost 2 weeks behind the homework due dates.  If I wanted to teach myself calculus, I would have taken it online."
2867,good,"The best prof I've had at UofT! Very funny and his passion for sociology really shows in his lectures. Really made sociology interesting. I only went to class to see him, the tests come from the readings so you can skip &still pass as long as you do the readings. I wish Dr. Tepperman could teach all my courses! DO YOUR READINGS and you'll do well"
